screen_time,sleep_hours,stress_level,mental_health_status,sleep_quality,productivity,wellness_index
12.58,6.99,High,Excellent,,,
10.83,4.36,Low,Good,,,
2.66,8.06,Low,Excellent,,,
5.25,4.86,Medium,Fair,,,
13.49,4.58,Medium,Excellent,,,
12.1,5.91,Medium,Fair,,,
5.78,6.16,High,Excellent,,,
10.42,8.32,High,Good,,,
7.16,6.06,High,Poor,,,
2.56,4.52,High,Poor,,,
11.23,5.21,Medium,Poor,,,
14.56,6.52,Medium,Poor,,,
4.92,7.57,High,Poor,,,
12.04,8.81,Medium,Poor,,,
11.65,5.93,High,Poor,,,
2.77,4.4,Low,Excellent,,,
4.51,6.8,High,Good,,,
11.11,5.85,High,Fair,,,
9.04,7.91,Low,Good,,,
2.83,6.5,Low,Poor,,,
6.91,5.29,Medium,Excellent,,,
13.4,6.4,Low,Poor,,,
12.23,4.62,Low,Good,,,
9.86,7.96,Low,Good,,,
5.55,4.78,Medium,Good,,,
12.4,4.24,Medium,Fair,,,
8.44,6.98,High,Good,,,
4.6,5.62,Low,Excellent,,,
6.63,7.41,Medium,Good,,,
1.96,6.2,High,Poor,,,
10.61,5.54,Low,Fair,,,
7.33,8.94,Medium,Fair,,,
9.9,5.49,Medium,Good,,,
7.83,5.79,High,Good,,,
11.48,6.04,High,Excellent,,,
9.3,4.29,Medium,Fair,,,
3.69,5.92,Low,Fair,,,
2.06,6.46,High,Excellent,,,
9.29,6.67,Medium,Fair,,,
4.15,6.94,Medium,Fair,,,
13.14,8.37,Medium,Fair,,,
5.74,7.28,Medium,Fair,,,
4.38,8.32,Medium,Good,,,
4.26,6.26,Medium,Excellent,,,
6.67,4.54,Low,Fair,,,
14.95,7.38,Low,Fair,,,
1.81,7.29,High,Excellent,,,
7.52,8.49,Low,Fair,,,
2.01,7.25,Low,Good,,,
11.49,4.11,Low,Fair,,,
3.63,4.11,Medium,Excellent,,,
9.82,6.34,High,Fair,,,
13.93,5.05,Medium,Good,,,
6.2,8.91,Medium,Good,,,
10.04,5.23,Low,Good,,,
10.18,7.8,High,Excellent,,,
14.81,5.56,Low,Fair,,,
11.39,5.98,Medium,Poor,,,
3.58,6.7,Medium,Fair,,,
9.74,4.2,Low,Poor,,,
5.68,4.36,Low,Good,,,
14.68,4.97,High,Good,,,
2.27,7.28,Low,Poor,,,
6.83,6.84,Low,Poor,,,
14.31,4.06,High,Excellent,,,
14.22,7.38,High,Poor,,,
14.58,5.46,High,Excellent,,,
6.86,4.87,Low,Poor,,,
12.87,7.88,Low,Poor,,,
3.39,8.19,Medium,Poor,,,
11.78,8.68,Low,Poor,,,
13.67,8.95,Medium,Fair,,,
1.6,6.9,Medium,Fair,,,
13.49,5.24,Medium,Excellent,,,
7.72,8.78,High,Good,,,
11.02,6.81,High,Fair,,,
3.62,8.55,Medium,Poor,,,
13.56,5.75,High,Good,,,
3.26,4.59,Low,Good,,,
7.73,5.62,Medium,Fair,,,
7.87,5.37,Medium,Good,,,
11.39,4.71,Low,Fair,,,
9.27,4.3,Medium,Fair,,,
12.07,8.88,Low,Poor,,,
7.66,6.48,Low,Fair,,,
10.24,6.75,Medium,Poor,,,
8.04,6.76,High,Fair,,,
3.3,5.35,High,Poor,,,
4.69,8.87,Low,Fair,,,
12.51,6.62,Medium,Poor,,,
11.89,8.71,High,Good,,,
11.95,6.11,High,Excellent,,,
4.14,5.41,High,Good,,,
4.04,6.71,Low,Fair,,,
11.34,6.89,High,Poor,,,
13.12,7.48,Medium,Poor,,,
12.88,5.24,Low,Excellent,,,
5.05,7.5,Medium,Fair,,,
6.05,8.93,High,Good,,,
2.37,5.9,Medium,Good,,,
12.29,7.92,Medium,Fair,,,
8.91,8.1,Low,Excellent,,,
8.12,4.63,Medium,Poor,,,
3.3,6.19,Low,Excellent,,,
11.73,6.26,High,Excellent,,,
13.61,8.42,Low,Poor,,,
13.61,5.3,Medium,Excellent,,,
2.79,7.88,Low,Good,,,
10.47,5.56,Medium,Good,,,
8.84,7.55,Low,Poor,,,
13.07,6.97,Medium,Poor,,,
1.47,6.61,Low,Good,,,
8.44,4.53,High,Excellent,,,
13.27,5.45,Medium,Poor,,,
13.71,7.61,High,Good,,,
1.01,4.14,Medium,Poor,,,
1.02,6.58,High,Fair,,,
5.57,7.13,High,Excellent,,,
8.18,6.8,Medium,Excellent,,,
14.9,7.74,Medium,Fair,,,
6.17,8.34,Low,Poor,,,
8.01,6.08,Low,Excellent,,,
7.28,7.79,High,Good,,,
2.28,7.23,High,Good,,,
4.74,5.65,Low,Good,,,
13.23,5.08,High,Poor,,,
4.47,7.37,Low,Good,,,
2.88,7.09,Low,Excellent,,,
14.42,4.53,Low,Good,,,
11.78,4.71,Medium,Good,,,
11.27,6.78,Low,Fair,,,
11.68,4.71,Medium,Poor,,,
5.78,5.75,High,Excellent,,,
7.34,7.11,Medium,Poor,,,
5.72,6.41,High,Poor,,,
4.25,4.61,Low,Fair,,,
5.72,6.26,High,Excellent,,,
4.5,8.4,High,Good,,,
5.54,7.64,High,Excellent,,,
4.53,8.02,Low,Excellent,,,
12.67,4.04,High,Fair,,,
5.9,6.24,High,Fair,,,
12.07,5.35,High,Good,,,
1.97,6.66,High,Excellent,,,
14.13,8.95,Low,Poor,,,
5.09,8.15,Low,Excellent,,,
13.58,5.03,Low,Fair,,,
3.39,8.35,High,Poor,,,
6.72,8.05,High,Excellent,,,
13.78,6.73,Low,Good,,,
8.59,6.09,Low,Good,,,
3.89,5.51,Medium,Poor,,,
2.62,6.26,Medium,Fair,,,
11.91,4.03,High,Good,,,
10.2,7.66,High,Good,,,
11.95,4.12,Medium,Good,,,
9.51,6.16,High,Poor,,,
1.76,7.98,Low,Good,,,
1.52,6.39,High,Poor,,,
8.76,4.28,Medium,Poor,,,
10.86,4.74,High,Fair,,,
8.21,6.67,High,Good,,,
8.05,7.99,Low,Excellent,,,
13.61,6.67,High,Excellent,,,
12.93,7.79,Medium,Excellent,,,
9.38,7.5,High,Excellent,,,
11.83,4.59,Medium,Poor,,,
13.45,4.36,Medium,Good,,,
4.62,4.23,Low,Good,,,
14.98,8.03,Low,Good,,,
1.75,8.98,Low,Poor,,,
2.87,8.26,Medium,Excellent,,,
14.96,6.72,Medium,Good,,,
12.89,8.75,High,Poor,,,
6.63,8.42,Medium,Good,,,
12.56,8.62,Low,Excellent,,,
11.02,8.41,High,Excellent,,,
9.03,7.02,Low,Poor,,,
2.15,5.01,Low,Fair,,,
6.33,7.57,Low,Poor,,,
10.09,6.8,Low,Poor,,,
12.74,5.22,Medium,Excellent,,,
1.57,7.88,Low,Poor,,,
13.06,9.0,High,Good,,,
6.37,6.54,Medium,Good,,,
5.22,8.19,Medium,Good,,,
13.77,6.99,High,Good,,,
5.73,4.53,High,Good,,,
3.07,7.74,Low,Excellent,,,
8.89,6.27,Medium,Excellent,,,
1.38,5.29,High,Poor,,,
6.74,7.24,Low,Fair,,,
12.94,7.04,Medium,Poor,,,
1.58,5.57,Medium,Excellent,,,
14.66,8.94,Low,Excellent,,,
2.45,5.4,High,Poor,,,
9.61,7.72,High,Poor,,,
3.57,7.36,High,Poor,,,
2.22,8.98,High,Good,,,
11.16,5.64,Low,Good,,,
1.1,7.9,Medium,Good,,,
1.91,8.51,Low,Poor,,,
14.2,4.56,Low,Fair,,,
5.52,8.26,Medium,Poor,,,
5.13,7.48,Low,Poor,,,
9.88,6.69,Medium,Excellent,,,
2.26,7.89,High,Poor,,,
11.15,6.88,Medium,Excellent,,,
3.07,5.14,Medium,Good,,,
14.19,6.46,High,Excellent,,,
12.63,7.3,High,Poor,,,
8.77,6.55,Medium,Excellent,,,
11.19,7.16,High,Fair,,,
4.2,5.97,Low,Fair,,,
4.43,5.99,High,Fair,,,
13.52,8.15,Medium,Poor,,,
8.44,8.01,Medium,Good,,,
3.87,7.24,High,Fair,,,
7.81,5.66,Low,Poor,,,
14.51,7.19,Low,Excellent,,,
10.88,4.13,Medium,Excellent,,,
10.77,4.47,Low,Good,,,
10.94,5.51,Medium,Poor,,,
14.78,7.89,Medium,Good,,,
1.42,7.84,Low,Fair,,,
7.67,5.28,High,Excellent,,,
7.16,4.03,High,Fair,,,
10.38,6.07,Low,Fair,,,
8.42,5.51,Medium,Good,,,
13.79,7.02,High,Excellent,,,
10.71,4.02,High,Poor,,,
9.53,5.34,Medium,Fair,,,
6.21,8.64,High,Fair,,,
9.7,4.65,High,Excellent,,,
7.75,6.79,Medium,Fair,,,
5.47,8.18,Low,Fair,,,
4.47,6.92,Medium,Good,,,
7.19,4.16,Low,Good,,,
10.78,6.03,Medium,Fair,,,
11.28,7.62,Low,Fair,,,
2.59,7.57,High,Excellent,,,
1.53,4.93,Medium,Poor,,,
5.21,4.86,Medium,Good,,,
11.12,6.22,Low,Excellent,,,
10.35,4.43,Low,Poor,,,
8.76,5.51,Medium,Excellent,,,
2.86,8.27,Medium,Poor,,,
4.66,8.29,Low,Good,,,
2.55,6.53,Low,Poor,,,
10.27,4.96,Medium,Fair,,,
1.31,6.21,Low,Good,,,
11.91,5.46,Medium,Excellent,,,
14.74,4.74,Medium,Fair,,,
11.63,8.26,Low,Fair,,,
2.85,7.14,High,Excellent,,,
7.23,6.3,Medium,Good,,,
1.5,8.36,Medium,Fair,,,
12.33,8.48,Low,Fair,,,
5.3,6.39,Low,Excellent,,,
13.71,6.45,Low,Fair,,,
2.18,6.55,Medium,Excellent,,,
13.24,5.56,Low,Good,,,
7.5,7.9,Medium,Good,,,
7.01,6.4,Low,Good,,,
3.45,7.55,Medium,Fair,,,
3.34,7.38,Low,Poor,,,
6.03,6.49,Medium,Good,,,
3.24,4.69,Low,Fair,,,
2.72,6.14,High,Excellent,,,
8.07,7.23,High,Good,,,
4.47,5.8,Medium,Excellent,,,
10.87,4.23,High,Excellent,,,
4.26,8.79,Medium,Good,,,
6.79,5.53,Medium,Good,,,
2.03,5.89,Low,Fair,,,
2.99,4.22,Medium,Excellent,,,
8.19,8.62,Medium,Excellent,,,
12.67,5.64,Low,Good,,,
1.85,6.76,Low,Good,,,
13.43,4.62,Low,Good,,,
3.21,7.2,Medium,Fair,,,
13.99,5.09,Medium,Excellent,,,
4.88,4.05,Medium,Poor,,,
14.49,4.6,Low,Good,,,
9.56,7.39,Low,Good,,,
5.94,6.15,Medium,Poor,,,
8.46,5.19,Low,Fair,,,
3.06,8.61,Low,Fair,,,
12.48,6.43,High,Good,,,
11.47,7.99,High,Good,,,
5.04,6.89,Low,Excellent,,,
4.34,8.34,Medium,Good,,,
4.15,6.23,Medium,Fair,,,
4.24,6.36,Medium,Excellent,,,
3.21,5.02,Low,Fair,,,
11.75,8.48,Low,Poor,,,
12.08,6.78,Medium,Fair,,,
2.74,5.09,Low,Good,,,
9.56,5.58,Medium,Fair,,,
4.25,7.34,High,Poor,,,
12.99,5.3,Medium,Excellent,,,
11.57,4.82,High,Fair,,,
2.22,5.48,Medium,Good,,,
14.47,8.0,High,Poor,,,
7.75,7.83,Medium,Good,,,
5.46,7.79,High,Fair,,,
2.23,4.47,High,Excellent,,,
8.73,6.43,Low,Fair,,,
6.04,5.87,High,Fair,,,
11.99,4.68,Low,Poor,,,
1.52,6.85,Low,Excellent,,,
2.36,7.51,Low,Fair,,,
9.1,8.16,High,Good,,,
2.24,7.62,High,Fair,,,
1.91,5.11,Medium,Good,,,
3.66,4.79,High,Fair,,,
7.82,6.65,High,Excellent,,,
6.6,7.72,High,Poor,,,
13.68,6.73,Medium,Good,,,
11.2,4.16,High,Poor,,,
6.11,8.85,High,Poor,,,
3.8,4.29,Low,Excellent,,,
13.68,6.52,Low,Fair,,,
12.89,5.37,High,Excellent,,,
14.54,5.28,Low,Excellent,,,
7.66,7.05,Medium,Fair,,,
10.47,8.04,High,Poor,,,
5.82,5.49,Low,Poor,,,
7.14,6.81,Low,Good,,,
11.25,8.84,Medium,Good,,,
11.53,8.08,Low,Excellent,,,
4.74,7.08,Low,Poor,,,
11.38,5.58,Medium,Good,,,
11.77,7.05,High,Fair,,,
1.41,5.58,Low,Poor,,,
7.22,4.95,High,Fair,,,
13.44,8.19,Medium,Good,,,
7.38,6.73,Medium,Good,,,
11.76,8.19,Low,Excellent,,,
14.76,7.24,Medium,Excellent,,,
1.94,7.09,Medium,Fair,,,
9.61,4.86,High,Fair,,,
14.67,7.57,Low,Excellent,,,
3.65,8.96,Low,Excellent,,,
12.34,5.42,High,Fair,,,
14.14,6.31,High,Poor,,,
7.48,7.49,Low,Good,,,
11.82,4.23,Medium,Good,,,
13.77,5.4,Medium,Good,,,
2.15,7.56,High,Poor,,,
14.92,5.6,High,Good,,,
11.58,5.43,Low,Fair,,,
4.13,4.08,High,Excellent,,,
13.44,5.09,Medium,Poor,,,
14.59,8.38,Low,Good,,,
12.61,7.79,Medium,Poor,,,
5.51,8.16,Low,Poor,,,
8.05,8.96,Medium,Excellent,,,
3.02,5.96,Medium,Excellent,,,
13.48,8.38,Low,Poor,,,
1.22,6.8,High,Poor,,,
4.19,6.43,Medium,Excellent,,,
7.02,6.44,High,Poor,,,
10.53,5.2,Medium,Fair,,,
10.03,5.36,High,Good,,,
5.04,5.12,Low,Good,,,
3.63,5.92,Medium,Fair,,,
14.75,5.3,Medium,Good,,,
1.33,6.69,High,Poor,,,
4.34,7.67,High,Good,,,
14.45,4.75,Medium,Excellent,,,
7.82,8.62,Low,Excellent,,,
5.0,8.87,Low,Excellent,,,
4.51,6.73,Low,Poor,,,
11.84,7.57,Medium,Poor,,,
7.12,4.71,Medium,Good,,,
14.79,5.98,Low,Good,,,
5.0,6.61,High,Poor,,,
13.23,6.73,High,Poor,,,
4.53,5.83,High,Excellent,,,
11.72,4.19,High,Fair,,,
12.9,6.99,High,Excellent,,,
5.72,7.08,Low,Excellent,,,
3.4,8.72,Medium,Good,,,
5.97,5.66,Low,Poor,,,
8.09,8.0,High,Fair,,,
13.34,4.63,Medium,Excellent,,,
9.97,8.2,Medium,Excellent,,,
12.48,6.2,Low,Good,,,
7.31,6.62,High,Poor,,,
2.46,4.7,Low,Fair,,,
12.59,6.82,Low,Excellent,,,
5.23,4.14,Medium,Excellent,,,
7.96,5.72,High,Good,,,
4.88,5.05,High,Poor,,,
1.44,5.04,Low,Excellent,,,
10.62,5.16,Low,Good,,,
12.03,7.04,Medium,Fair,,,
10.45,8.81,Medium,Poor,,,
6.23,6.14,High,Poor,,,
12.07,6.05,High,Good,,,
3.58,7.3,Low,Excellent,,,
10.34,7.29,Medium,Poor,,,
9.78,5.06,Medium,Excellent,,,
6.07,5.37,Medium,Poor,,,
4.64,7.51,Medium,Excellent,,,
1.95,7.05,Low,Excellent,,,
13.63,4.2,High,Good,,,
7.17,5.34,Medium,Poor,,,
3.89,4.5,Medium,Fair,,,
5.34,7.58,Low,Poor,,,
3.06,6.79,High,Good,,,
11.18,5.04,Medium,Poor,,,
10.71,7.35,Low,Excellent,,,
11.01,5.05,Low,Excellent,,,
1.83,6.69,Low,Fair,,,
3.91,8.99,Medium,Good,,,
4.32,8.67,High,Fair,,,
9.56,7.67,Medium,Fair,,,
10.1,4.4,High,Excellent,,,
2.4,6.94,Medium,Poor,,,
5.27,4.72,Low,Excellent,,,
6.08,5.19,Low,Fair,,,
3.05,8.48,Low,Fair,,,
2.59,7.84,High,Excellent,,,
9.99,4.1,Low,Fair,,,
8.99,6.84,Medium,Poor,,,
7.52,7.59,Medium,Fair,,,
9.39,6.2,Medium,Good,,,
2.83,6.32,Low,Poor,,,
5.04,7.48,Medium,Fair,,,
1.62,4.21,Low,Excellent,,,
9.39,7.82,Medium,Excellent,,,
9.81,5.96,Medium,Fair,,,
10.95,6.56,Medium,Excellent,,,
4.5,8.6,High,Fair,,,
12.24,5.68,Medium,Poor,,,
2.85,8.32,Low,Excellent,,,
1.9,5.49,Medium,Excellent,,,
8.12,4.62,Low,Fair,,,
3.72,7.9,Medium,Fair,,,
9.11,7.18,Medium,Fair,,,
12.59,4.67,Medium,Poor,,,
10.16,6.25,Low,Poor,,,
13.51,4.26,Low,Good,,,
4.38,8.64,Low,Poor,,,
9.0,4.23,High,Poor,,,
6.39,7.53,Low,Excellent,,,
7.35,5.43,Low,Fair,,,
4.61,6.01,High,Good,,,
4.04,7.84,Low,Poor,,,
1.48,8.45,Medium,Fair,,,
13.98,5.7,Medium,Excellent,,,
8.92,4.06,Medium,Fair,,,
4.64,7.77,Low,Fair,,,
6.6,4.7,Medium,Excellent,,,
11.54,7.16,High,Good,,,
11.16,5.85,Low,Poor,,,
1.68,8.27,Medium,Excellent,,,
5.61,6.88,High,Good,,,
3.29,7.34,High,Poor,,,
6.08,8.67,Medium,Excellent,,,
12.38,6.73,Medium,Poor,,,
5.96,4.2,Low,Excellent,,,
8.79,6.26,High,Fair,,,
10.55,4.31,Medium,Excellent,,,
1.22,6.73,Medium,Good,,,
13.79,7.48,Low,Poor,,,
6.9,5.43,High,Good,,,
5.06,7.78,Low,Excellent,,,
10.01,5.44,Medium,Excellent,,,
7.85,5.24,Medium,Good,,,
4.51,4.47,High,Fair,,,
2.64,8.36,High,Excellent,,,
12.19,4.14,Medium,Excellent,,,
10.39,5.06,Medium,Good,,,
10.47,7.53,Low,Fair,,,
9.08,8.81,Medium,Poor,,,
8.93,5.11,Medium,Poor,,,
1.65,5.51,Medium,Excellent,,,
3.7,7.46,Medium,Good,,,
8.25,6.34,Low,Fair,,,
9.04,6.78,High,Fair,,,
11.74,8.91,High,Poor,,,
9.75,6.7,Low,Good,,,
5.64,4.46,High,Fair,,,
11.82,4.42,Medium,Fair,,,
7.61,4.64,Medium,Good,,,
12.49,8.88,High,Fair,,,
12.12,7.15,High,Excellent,,,
9.07,6.99,Low,Excellent,,,
14.95,8.11,Medium,Good,,,
8.23,6.54,Medium,Fair,,,
3.78,5.58,Low,Poor,,,
10.49,5.4,Medium,Fair,,,
4.29,5.06,High,Good,,,
3.61,8.74,High,Fair,,,
3.98,7.84,Low,Excellent,,,
6.43,6.51,Medium,Poor,,,
14.29,6.66,Medium,Excellent,,,
2.92,6.78,High,Excellent,,,
3.65,8.21,Medium,Poor,,,
13.76,5.45,High,Good,,,
8.14,7.79,Low,Good,,,
2.79,4.18,High,Fair,,,
6.85,6.83,High,Good,,,
1.98,8.3,High,Fair,,,
4.17,4.52,Medium,Excellent,,,
9.53,5.19,Low,Excellent,,,
9.03,8.26,Low,Fair,,,
13.43,8.8,Low,Good,,,
4.66,7.43,Low,Excellent,,,
11.3,4.7,High,Good,,,
14.67,7.22,Low,Good,,,
9.94,5.27,High,Fair,,,
13.18,8.73,Medium,Fair,,,
8.63,4.44,Medium,Fair,,,
6.77,5.94,High,Fair,,,
12.99,4.13,Low,Fair,,,
6.87,4.74,Medium,Poor,,,
4.21,6.85,High,Excellent,,,
11.99,8.87,Medium,Good,,,
1.01,7.86,Low,Good,,,
8.11,5.91,Medium,Poor,,,
11.15,8.06,Low,Excellent,,,
4.78,6.37,Medium,Poor,,,
12.09,5.49,Low,Poor,,,
7.51,5.59,Medium,Fair,,,
2.95,6.67,High,Good,,,
9.58,7.32,Medium,Good,,,
3.24,5.56,High,Fair,,,
12.17,5.18,Medium,Poor,,,
3.48,5.89,Low,Good,,,
3.01,4.96,High,Fair,,,
6.05,6.0,High,Poor,,,
11.27,8.13,High,Good,,,
9.86,6.4,Medium,Good,,,
2.04,7.03,Low,Fair,,,
3.54,6.01,Medium,Excellent,,,
6.02,8.24,Medium,Excellent,,,
6.24,6.82,Medium,Good,,,
8.51,4.54,Medium,Good,,,
12.46,4.18,High,Good,,,
14.43,5.05,Medium,Good,,,
13.91,8.53,Low,Fair,,,
12.6,6.61,Medium,Good,,,
2.2,5.21,Low,Poor,,,
13.31,6.3,High,Poor,,,
13.87,4.7,Medium,Poor,,,
2.57,5.19,High,Good,,,
6.68,4.83,High,Excellent,,,
1.38,4.41,Medium,Fair,,,
2.92,7.09,High,Poor,,,
5.23,6.4,Medium,Excellent,,,
11.49,4.12,High,Poor,,,
10.11,6.24,Low,Excellent,,,
7.86,8.75,Medium,Fair,,,
1.34,6.43,High,Good,,,
13.12,8.81,Low,Poor,,,
1.98,6.13,Low,Good,,,
14.63,5.24,High,Excellent,,,
7.18,4.99,Medium,Fair,,,
4.93,8.34,Medium,Poor,,,
11.26,7.97,High,Fair,,,
11.22,7.16,High,Fair,,,
4.14,6.23,Low,Poor,,,
5.61,5.24,High,Good,,,
4.95,7.12,Low,Excellent,,,
4.43,6.02,High,Poor,,,
9.65,8.27,Low,Excellent,,,
8.27,5.65,High,Poor,,,
13.22,7.23,High,Good,,,
6.66,5.76,Medium,Excellent,,,
13.37,6.14,Low,Excellent,,,
11.02,8.66,Low,Fair,,,
13.19,5.53,Medium,Good,,,
1.39,5.15,Low,Poor,,,
12.71,8.21,High,Poor,,,
12.86,6.41,High,Fair,,,
10.64,6.09,Medium,Good,,,
7.68,5.99,Medium,Fair,,,
2.46,7.48,Medium,Poor,,,
8.37,4.34,High,Good,,,
2.79,4.23,High,Excellent,,,
14.28,4.18,Low,Poor,,,
9.87,4.65,Medium,Excellent,,,
9.45,6.94,High,Excellent,,,
4.89,4.69,Medium,Good,,,
10.81,8.84,Low,Poor,,,
11.13,7.67,Low,Poor,,,
1.89,8.55,High,Good,,,
6.47,8.74,Medium,Good,,,
5.52,4.32,Medium,Fair,,,
6.17,8.81,Low,Excellent,,,
5.27,8.94,Low,Fair,,,
9.26,4.31,Low,Excellent,,,
8.74,8.78,Medium,Poor,,,
12.36,4.98,High,Poor,,,
4.79,5.9,Medium,Good,,,
14.23,5.7,Low,Poor,,,
8.97,8.99,Medium,Excellent,,,
1.61,5.64,Medium,Good,,,
7.14,7.49,Low,Fair,,,
10.95,4.44,Low,Fair,,,
14.47,6.64,Low,Excellent,,,
4.8,8.68,High,Fair,,,
8.46,4.27,Medium,Good,,,
3.95,4.9,High,Fair,,,
8.49,4.4,Low,Poor,,,
12.8,4.69,Low,Poor,,,
5.16,6.04,High,Poor,,,
8.1,6.27,Medium,Excellent,,,
8.35,8.58,Low,Poor,,,
11.93,5.51,Medium,Fair,,,
14.38,5.02,Medium,Fair,,,
3.46,4.91,High,Poor,,,
7.03,5.21,Medium,Fair,,,
14.04,7.55,Low,Poor,,,
1.06,8.15,High,Fair,,,
3.27,8.79,Low,Fair,,,
9.31,7.59,High,Excellent,,,
2.25,6.73,Low,Fair,,,
4.95,5.58,Low,Fair,,,
3.59,6.77,High,Poor,,,
7.59,7.83,High,Fair,,,
12.65,6.25,High,Poor,,,
4.4,4.76,High,Poor,,,
7.19,4.98,Medium,Excellent,,,
2.65,8.64,High,Poor,,,
13.3,6.9,High,Fair,,,
1.36,5.26,Medium,Poor,,,
8.79,5.12,High,Fair,,,
8.08,5.92,High,Excellent,,,
11.62,7.15,High,Good,,,
10.89,7.41,Medium,Excellent,,,
8.57,5.46,Medium,Poor,,,
3.17,5.78,Medium,Good,,,
11.75,8.25,Low,Fair,,,
5.23,7.95,Low,Fair,,,
3.51,4.44,Low,Good,,,
7.1,8.48,Medium,Poor,,,
7.36,7.74,High,Good,,,
4.26,8.32,Low,Excellent,,,
8.16,4.11,Low,Good,,,
3.37,8.97,Low,Excellent,,,
13.61,4.44,Medium,Excellent,,,
12.19,4.67,High,Fair,,,
8.06,6.59,Medium,Fair,,,
2.91,5.44,High,Poor,,,
14.88,7.95,High,Good,,,
9.01,6.29,Low,Excellent,,,
4.84,6.0,High,Good,,,
9.43,7.87,Medium,Fair,,,
8.85,7.63,High,Fair,,,
5.31,4.13,High,Poor,,,
7.04,6.41,Low,Poor,,,
9.66,4.63,Low,Poor,,,
3.74,7.91,Medium,Excellent,,,
10.18,5.3,High,Poor,,,
1.11,8.42,High,Good,,,
10.37,6.37,Medium,Excellent,,,
6.36,7.99,Low,Poor,,,
7.38,6.8,Medium,Excellent,,,
4.24,5.41,Low,Excellent,,,
7.86,6.47,High,Good,,,
1.74,6.07,High,Poor,,,
12.89,7.09,Low,Fair,,,
12.05,7.11,Medium,Poor,,,
9.32,8.06,Low,Excellent,,,
7.22,5.38,Low,Excellent,,,
6.21,5.91,Low,Excellent,,,
1.45,5.37,High,Fair,,,
13.83,8.71,High,Good,,,
12.21,4.64,Low,Excellent,,,
6.03,5.39,Medium,Fair,,,
5.55,6.39,High,Good,,,
8.01,4.37,Low,Good,,,
4.88,8.57,High,Excellent,,,
9.14,8.81,Low,Good,,,
14.12,8.78,Medium,Fair,,,
10.44,7.9,High,Fair,,,
12.63,6.47,Low,Excellent,,,
6.04,4.96,High,Good,,,
11.61,6.15,High,Poor,,,
3.66,4.14,Low,Good,,,
12.43,4.56,Low,Excellent,,,
10.67,6.57,High,Fair,,,
8.29,4.95,Medium,Excellent,,,
1.45,7.62,High,Poor,,,
5.43,4.67,High,Excellent,,,
1.15,6.49,Low,Excellent,,,
11.59,8.02,High,Poor,,,
6.43,5.1,Medium,Poor,,,
3.9,8.68,High,Good,,,
6.32,6.51,High,Poor,,,
10.14,4.63,High,Poor,,,
1.21,6.14,Low,Poor,,,
10.36,7.48,High,Excellent,,,
3.56,5.73,High,Fair,,,
1.26,5.36,Low,Fair,,,
8.23,7.92,Medium,Poor,,,
2.73,5.63,Medium,Fair,,,
2.46,7.83,Low,Fair,,,
8.22,4.1,Low,Fair,,,
13.19,8.72,Medium,Excellent,,,
8.84,6.81,Low,Poor,,,
14.09,4.11,Medium,Good,,,
14.37,6.39,High,Fair,,,
13.11,8.25,Low,Excellent,,,
9.34,7.35,Medium,Good,,,
11.0,4.01,Medium,Excellent,,,
13.16,8.32,Low,Poor,,,
13.7,6.25,High,Good,,,
4.03,8.74,High,Good,,,
12.0,6.62,High,Excellent,,,
3.75,6.95,Low,Excellent,,,
12.6,7.87,High,Good,,,
4.79,8.9,High,Excellent,,,
6.29,5.45,Low,Good,,,
6.48,5.62,Low,Poor,,,
10.98,4.93,Low,Fair,,,
3.32,4.48,Low,Excellent,,,
7.79,4.9,Low,Fair,,,
12.1,4.67,High,Excellent,,,
12.03,5.92,Low,Good,,,
3.63,6.52,Medium,Fair,,,
3.09,6.14,Low,Excellent,,,
13.06,7.88,Low,Fair,,,
8.25,5.93,High,Excellent,,,
6.22,6.03,Medium,Fair,,,
2.71,8.02,Medium,Poor,,,
4.81,7.83,Medium,Good,,,
5.49,5.44,Medium,Good,,,
7.75,8.27,Medium,Good,,,
11.44,7.34,Low,Good,,,
1.44,7.67,Medium,Fair,,,
11.86,4.41,Low,Poor,,,
14.55,6.87,Low,Fair,,,
8.3,4.61,High,Fair,,,
8.1,8.24,High,Fair,,,
11.3,5.19,Medium,Excellent,,,
7.86,5.92,Low,Excellent,,,
1.68,4.1,Low,Fair,,,
11.8,7.79,High,Good,,,
11.94,8.05,Low,Excellent,,,
1.64,6.3,Medium,Good,,,
3.87,8.07,High,Excellent,,,
2.38,6.33,Low,Good,,,
8.26,8.41,High,Good,,,
9.12,4.83,High,Excellent,,,
4.03,7.23,Medium,Poor,,,
14.93,8.61,High,Poor,,,
5.57,7.03,High,Excellent,,,
1.49,5.16,High,Fair,,,
14.97,4.29,Low,Poor,,,
10.93,6.23,Low,Excellent,,,
3.52,6.34,High,Poor,,,
9.33,7.16,Medium,Excellent,,,
2.93,6.73,High,Poor,,,
2.9,6.66,Low,Poor,,,
2.35,8.14,High,Fair,,,
3.08,7.54,Medium,Fair,,,
9.97,5.68,Medium,Fair,,,
12.09,4.34,Low,Fair,,,
5.32,7.46,High,Fair,,,
12.54,8.33,High,Excellent,,,
13.52,8.97,Medium,Excellent,,,
4.5,5.34,Low,Excellent,,,
7.26,8.32,Medium,Poor,,,
6.93,8.95,High,Good,,,
5.33,8.61,Medium,Good,,,
8.47,6.32,Medium,Good,,,
8.39,8.49,Low,Fair,,,
9.01,4.29,Low,Fair,,,
